_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,africa_region,age_range,americas_region,asia_region,europe_region,gender,general_geographic_region,have_you_entered_your_demographics_information,highest_education_achieved,how_against_vaccinations_is_this_tweet,how_based_on_emotions_are_the_statements_made_in_this_tweet,how_based_on_facts_are_the_statements_made_in_this_tweet,how_much_do_you_trust_the_government_of_the_country_you_reside_in,how_negative_is_the_sentiment_of_this_text,how_positive_is_the_sentiment_of_this_text,how_pro_vaccinations_is_this_tweet,is_this_tweet_relevant_to_the_subject_of_vaccinations,oceania_region,what_is_your_own_stance_on_vaccinations,africa_region_gold,age_range_gold,americas_region_gold,asia_region_gold,europe_region_gold,gender_gold,general_geographic_region_gold,have_you_entered_your_demographics_information_gold,highest_education_achieved_gold,how_against_vaccinations_is_this_tweet_gold,how_based_on_emotions_are_the_statements_made_in_this_tweet_gold,how_based_on_facts_are_the_statements_made_in_this_tweet_gold,how_much_do_you_trust_the_government_of_the_country_you_reside_in_gold,how_negative_is_the_sentiment_of_this_text_gold,how_positive_is_the_sentiment_of_this_text_gold,how_pro_vaccinations_is_this_tweet_gold,is_this_tweet_relevant_to_the_subject_of_vaccinations_gold,oceania_region_gold,text,what_is_your_own_stance_on_vaccinations_gold
2325534515,6/11/2019 17:56:56,false,4888621043,,6/11/2019 17:55:30,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"$IVST Announces LOI Acquiring 20% Stake In StemVax, LLC, Entering Into Cancer Vaccine Market!!! FLASHING Overall  $IVST",
2325534515,6/14/2019 16:58:19,false,4897479536,,6/14/2019 16:56:17,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,3,,1,3,1,yes,,,,,,,,,,,,,,,,,,,,,"$IVST Announces LOI Acquiring 20% Stake In StemVax, LLC, Entering Into Cancer Vaccine Market!!! FLASHING Overall  $IVST",
2325534519,6/10/2019 22:33:25,false,4886817373,,6/10/2019 22:30:17,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,1,1,5,,1,1,1,yes,,,,,,,,,,,,,,,,,,,,,LifeboatHQ: Personalized Cancer Vaccine Enhances Immune Response,
2325534519,6/11/2019 14:03:44,false,4888128304,,6/11/2019 14:01:13,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,4,,1,3,3,yes,,,,,,,,,,,,,,,,,,,,,LifeboatHQ: Personalized Cancer Vaccine Enhances Immune Response,
2325534519,6/11/2019 17:56:56,false,4888621050,,6/11/2019 17:55:30,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,3,4,,1,3,3,yes,,,,,,,,,,,,,,,,,,,,,LifeboatHQ: Personalized Cancer Vaccine Enhances Immune Response,
2325534519,6/14/2019 16:56:15,false,4897469387,,6/14/2019 16:49:37,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,1,4,,1,3,2,yes,,,,,,,,,,,,,,,,,,,,,LifeboatHQ: Personalized Cancer Vaccine Enhances Immune Response,
2325534520,6/11/2019 14:07:50,false,4888135877,,6/11/2019 14:05:42,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,2,3,2,,3,2,1,yes,,,,,,,,,,,,,,,,,,,,,Ol’zuck Investing in a “vaccine” program maybe?,
2325534520,6/17/2019 09:32:38,false,4903163521,,6/17/2019 09:30:05,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,2,2,1,,2,1,1,yes,,,,,,,,,,,,,,,,,,,,,Ol’zuck Investing in a “vaccine” program maybe?,
2325534521,6/10/2019 22:33:25,false,4886817371,,6/10/2019 22:30:17,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,1,1,4,,1,1,3,yes,,,,,,,,,,,,,,,,,,,,,"What's Better Than Curing Cancer? Preventing It. Guest post by @lymanbiopharma on rising incidence of HPV cancers, and ways to boost usage of the preventive vaccine we already have.",
2325534521,6/11/2019 13:43:46,false,4888085459,,6/11/2019 13:41:24,false,cf_internal,1.0,45316032,NLD,11,Delft,145.94.127.141,,,,,,,,yes,,1,2,4,,1,3,4,yes,,,,,,,,,,,,,,,,,,,,,"What's Better Than Curing Cancer? Preventing It. Guest post by @lymanbiopharma on rising incidence of HPV cancers, and ways to boost usage of the preventive vaccine we already have.",
2325534521,6/11/2019 14:01:11,false,4888122759,,6/11/2019 13:58:39,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,3,,1,3,5,yes,,,,,,,,,,,,,,,,,,,,,"What's Better Than Curing Cancer? Preventing It. Guest post by @lymanbiopharma on rising incidence of HPV cancers, and ways to boost usage of the preventive vaccine we already have.",
2325534521,6/11/2019 17:55:29,false,4888617976,,6/11/2019 17:50:34,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,2,3,4,,3,1,3,yes,,,,,,,,,,,,,,,,,,,,,"What's Better Than Curing Cancer? Preventing It. Guest post by @lymanbiopharma on rising incidence of HPV cancers, and ways to boost usage of the preventive vaccine we already have.",
2325534521,6/14/2019 16:56:15,false,4897469405,,6/14/2019 16:49:37,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,4,,1,4,4,yes,,,,,,,,,,,,,,,,,,,,,"What's Better Than Curing Cancer? Preventing It. Guest post by @lymanbiopharma on rising incidence of HPV cancers, and ways to boost usage of the preventive vaccine we already have.",
2325534529,6/10/2019 12:52:34,false,4885813574,,6/10/2019 12:44:41,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,1,4,,1,1,1,yes,,,,,,,,,,,,,,,,,,,,,Wisconsin nursing home sued over flu vaccine requirement  via @mySA,
2325534529,6/10/2019 14:31:05,false,4886011743,,6/10/2019 14:28:50,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,3,1,4,,2,1,1,yes,,,,,,,,,,,,,,,,,,,,,Wisconsin nursing home sued over flu vaccine requirement  via @mySA,
2325534529,6/10/2019 22:19:26,false,4886796952,,6/10/2019 22:15:25,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,3,1,2,,3,1,3,yes,,,,,,,,,,,,,,,,,,,,,Wisconsin nursing home sued over flu vaccine requirement  via @mySA,
2325534529,6/11/2019 17:46:05,false,4888599274,,6/11/2019 17:43:52,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,4,1,4,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,Wisconsin nursing home sued over flu vaccine requirement  via @mySA,
2325534529,6/12/2019 19:43:00,false,4891479402,,6/12/2019 19:38:50,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,2,2,,3,1,2,yes,,,,,,,,,,,,,,,,,,,,,Wisconsin nursing home sued over flu vaccine requirement  via @mySA,
2325534530,6/10/2019 12:52:34,false,4885813578,,6/10/2019 12:44:41,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"ALLONA LAHN

TAKING ON CRIMINALLY INSANE MEDICAL PROFESSION

VACCINE INJURY COVER-UP, IGNORING ALL THE CALLS FOR HELP AND SIGNS OF CORRUPTION AND CONFLICTS OF INTEREST.

PRIOR TO 1986 YOU COULD SUE THEM FOR MILLIONS
NOT ANY MORE",
2325534530,6/10/2019 14:31:05,false,4886011750,,6/10/2019 14:28:50,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,5,2,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"ALLONA LAHN

TAKING ON CRIMINALLY INSANE MEDICAL PROFESSION

VACCINE INJURY COVER-UP, IGNORING ALL THE CALLS FOR HELP AND SIGNS OF CORRUPTION AND CONFLICTS OF INTEREST.

PRIOR TO 1986 YOU COULD SUE THEM FOR MILLIONS
NOT ANY MORE",
2325534530,6/10/2019 22:19:26,false,4886796953,,6/10/2019 22:15:25,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,4,3,3,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"ALLONA LAHN

TAKING ON CRIMINALLY INSANE MEDICAL PROFESSION

VACCINE INJURY COVER-UP, IGNORING ALL THE CALLS FOR HELP AND SIGNS OF CORRUPTION AND CONFLICTS OF INTEREST.

PRIOR TO 1986 YOU COULD SUE THEM FOR MILLIONS
NOT ANY MORE",
2325534530,6/11/2019 17:46:05,false,4888599267,,6/11/2019 17:43:52,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,5,2,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"ALLONA LAHN

TAKING ON CRIMINALLY INSANE MEDICAL PROFESSION

VACCINE INJURY COVER-UP, IGNORING ALL THE CALLS FOR HELP AND SIGNS OF CORRUPTION AND CONFLICTS OF INTEREST.

PRIOR TO 1986 YOU COULD SUE THEM FOR MILLIONS
NOT ANY MORE",
2325534530,6/12/2019 19:43:00,false,4891479387,,6/12/2019 19:38:50,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,4,2,,5,1,1,yes,,,,,,,,,,,,,,,,,,,,,"ALLONA LAHN

TAKING ON CRIMINALLY INSANE MEDICAL PROFESSION

VACCINE INJURY COVER-UP, IGNORING ALL THE CALLS FOR HELP AND SIGNS OF CORRUPTION AND CONFLICTS OF INTEREST.

PRIOR TO 1986 YOU COULD SUE THEM FOR MILLIONS
NOT ANY MORE",
2325534535,6/10/2019 14:34:00,false,4886017952,,6/10/2019 14:32:44,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,2,1,5,,1,1,1,yes,,,,,,,,,,,,,,,,,,,,,"A bibliometric analysis of systematic reviews on vaccines and immunisation: Influenza, human papillomavirus and pneumococcus were the most reviewed pathogens.",
2325534535,6/10/2019 22:25:32,false,4886805494,,6/10/2019 22:23:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"A bibliometric analysis of systematic reviews on vaccines and immunisation: Influenza, human papillomavirus and pneumococcus were the most reviewed pathogens.",
2325534535,6/11/2019 13:58:37,false,4888117475,,6/11/2019 13:56:16,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,1,5,,1,2,1,yes,,,,,,,,,,,,,,,,,,,,,"A bibliometric analysis of systematic reviews on vaccines and immunisation: Influenza, human papillomavirus and pneumococcus were the most reviewed pathogens.",
2325534535,6/11/2019 17:48:56,false,4888604880,,6/11/2019 17:47:33,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,2,5,,1,2,2,yes,,,,,,,,,,,,,,,,,,,,,"A bibliometric analysis of systematic reviews on vaccines and immunisation: Influenza, human papillomavirus and pneumococcus were the most reviewed pathogens.",
2325534535,6/14/2019 16:47:41,false,4897429302,,6/14/2019 16:45:21,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,25-34,,,Southern Europe,Male,Europe,no,"Bachelor's Degree (e.g. BA, BS)",1,1,5,Middle Ground (Both trust and distrust),1,2,2,yes,,Mostly Pro,,,,,,,,,,,,,,,,,,,"A bibliometric analysis of systematic reviews on vaccines and immunisation: Influenza, human papillomavirus and pneumococcus were the most reviewed pathogens.",
2325534537,6/10/2019 12:52:34,false,4885813580,,6/10/2019 12:44:41,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Super fired up about this. Two-thirds of cervical cancer incidences could be prevented. Spread the good word! #HPVAwarenessDay,
2325534537,6/10/2019 14:31:05,false,4886011740,,6/10/2019 14:28:50,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Super fired up about this. Two-thirds of cervical cancer incidences could be prevented. Spread the good word! #HPVAwarenessDay,
2325534537,6/10/2019 22:23:32,false,4886802759,,6/10/2019 22:19:28,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,1,5,1,,1,5,5,yes,,,,,,,,,,,,,,,,,,,,,Super fired up about this. Two-thirds of cervical cancer incidences could be prevented. Spread the good word! #HPVAwarenessDay,
2325534537,6/11/2019 17:46:05,false,4888599259,,6/11/2019 17:43:52,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,5,4,,1,5,4,yes,,,,,,,,,,,,,,,,,,,,,Super fired up about this. Two-thirds of cervical cancer incidences could be prevented. Spread the good word! #HPVAwarenessDay,
2325534537,6/12/2019 19:49:10,false,4891488996,,6/12/2019 19:43:02,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,4,2,,1,5,5,yes,,,,,,,,,,,,,,,,,,,,,Super fired up about this. Two-thirds of cervical cancer incidences could be prevented. Spread the good word! #HPVAwarenessDay,
2325534538,6/10/2019 12:44:39,false,4885798421,,6/10/2019 12:37:32,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,12-17,North America,,,Male,Americas,no,Elementary School,3,2,5,Strongly Distrust,3,1,1,yes,,Strongly Against,,,,,,,,,,,,,,,,,,,Latest paper from EPIC @FrontVetScience: Assessing the Economic Impact of Vaccine Availability When Controlling Foot and Mouth Disease Outbreaks @RoslinInstitute @SRUC @HarrietAuty,
2325534538,6/10/2019 14:27:28,false,4886003304,,6/10/2019 14:22:02,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,2,4,5,,1,5,2,yes,,,,,,,,,,,,,,,,,,,,,Latest paper from EPIC @FrontVetScience: Assessing the Economic Impact of Vaccine Availability When Controlling Foot and Mouth Disease Outbreaks @RoslinInstitute @SRUC @HarrietAuty,
2325534538,6/10/2019 22:15:23,false,4886791394,,6/10/2019 22:13:15,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Latest paper from EPIC @FrontVetScience: Assessing the Economic Impact of Vaccine Availability When Controlling Foot and Mouth Disease Outbreaks @RoslinInstitute @SRUC @HarrietAuty,
2325534538,6/11/2019 17:43:51,false,4888595604,,6/11/2019 17:42:17,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,2,5,,1,3,3,yes,,,,,,,,,,,,,,,,,,,,,Latest paper from EPIC @FrontVetScience: Assessing the Economic Impact of Vaccine Availability When Controlling Foot and Mouth Disease Outbreaks @RoslinInstitute @SRUC @HarrietAuty,
2325534538,6/12/2019 19:43:00,false,4891479397,,6/12/2019 19:38:50,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,1,5,,1,3,3,yes,,,,,,,,,,,,,,,,,,,,,Latest paper from EPIC @FrontVetScience: Assessing the Economic Impact of Vaccine Availability When Controlling Foot and Mouth Disease Outbreaks @RoslinInstitute @SRUC @HarrietAuty,
2325534539,6/10/2019 14:32:43,false,4886015452,,6/10/2019 14:31:07,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,3,4,1,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"Prayers for this young man. 15 miles from ground zero, I posted a comment about ""flu vaccine"" this morning...",
2325534539,6/10/2019 22:25:32,false,4886805491,,6/10/2019 22:23:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,"Prayers for this young man. 15 miles from ground zero, I posted a comment about ""flu vaccine"" this morning...",
2325534539,6/11/2019 13:56:14,false,4888112874,,6/11/2019 13:54:23,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,3,2,,2,3,1,yes,,,,,,,,,,,,,,,,,,,,,"Prayers for this young man. 15 miles from ground zero, I posted a comment about ""flu vaccine"" this morning...",
2325534539,6/11/2019 17:47:32,false,4888602265,,6/11/2019 17:46:07,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,2,1,,2,2,1,yes,,,,,,,,,,,,,,,,,,,,,"Prayers for this young man. 15 miles from ground zero, I posted a comment about ""flu vaccine"" this morning...",
2325534539,6/14/2019 16:47:41,false,4897429343,,6/14/2019 16:45:21,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,4,1,,1,3,1,yes,,,,,,,,,,,,,,,,,,,,,"Prayers for this young man. 15 miles from ground zero, I posted a comment about ""flu vaccine"" this morning...",
2325534540,6/11/2019 14:03:44,false,4888128306,,6/11/2019 14:01:13,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,4,4,3,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,The Devastating Effects of HPV Vaccine – Health Freedom Idaho,
2325534540,6/11/2019 17:56:56,false,4888621051,,6/11/2019 17:55:30,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,5,3,4,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,The Devastating Effects of HPV Vaccine – Health Freedom Idaho,
2325534540,6/14/2019 16:58:19,false,4897479531,,6/14/2019 16:56:17,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,2,4,3,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,The Devastating Effects of HPV Vaccine – Health Freedom Idaho,
2325534541,6/10/2019 14:32:43,false,4886015442,,6/10/2019 14:31:07,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,1,5,,1,2,1,yes,,,,,,,,,,,,,,,,,,,,,UW scientists discuss Ebola vaccine research,
2325534541,6/10/2019 22:23:32,false,4886802766,,6/10/2019 22:19:28,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,3,1,3,,3,3,3,yes,,,,,,,,,,,,,,,,,,,,,UW scientists discuss Ebola vaccine research,
2325534541,6/11/2019 13:56:14,false,4888112856,,6/11/2019 13:54:23,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,1,3,,1,2,3,yes,,,,,,,,,,,,,,,,,,,,,UW scientists discuss Ebola vaccine research,
2325534541,6/11/2019 17:47:32,false,4888602281,,6/11/2019 17:46:07,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,1,5,,1,2,1,yes,,,,,,,,,,,,,,,,,,,,,UW scientists discuss Ebola vaccine research,
2325534541,6/12/2019 19:49:10,false,4891488988,,6/12/2019 19:43:02,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,1,1,2,,1,1,1,yes,,,,,,,,,,,,,,,,,,,,,UW scientists discuss Ebola vaccine research,
2325534545,6/11/2019 14:05:40,false,4888132101,,6/11/2019 14:03:45,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,3,,1,4,2,yes,,,,,,,,,,,,,,,,,,,,,"Cost more than my 1st car, but just as exciting! Setting up the pharmacy-grade fridge for vaccines at work!  #drmom #MrandMrsMD #familydoc #travelmed #ISTM #cmeb4ugo",
2325534545,6/14/2019 17:46:34,false,4897630889,,6/14/2019 17:45:13,false,cf_internal,1.0,45322597,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,1,,2,3,2,yes,,,,,,,,,,,,,,,,,,,,,"Cost more than my 1st car, but just as exciting! Setting up the pharmacy-grade fridge for vaccines at work!  #drmom #MrandMrsMD #familydoc #travelmed #ISTM #cmeb4ugo",
2325534546,6/11/2019 14:11:36,false,4888142447,,6/11/2019 14:07:51,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,2,4,,2,4,4,yes,,,,,,,,,,,,,,,,,,,,,UN joint global programme on #cervicalcancer to take up challenge of delivering HPV vaccine in effort to eliminate transmission @Ptenh #SheDecides @NLinGeneva,
2325534546,6/17/2019 09:40:52,false,4903175138,,6/17/2019 09:34:25,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,1,2,3,,2,3,3,yes,,,,,,,,,,,,,,,,,,,,,UN joint global programme on #cervicalcancer to take up challenge of delivering HPV vaccine in effort to eliminate transmission @Ptenh #SheDecides @NLinGeneva,
2325534547,6/10/2019 12:44:39,false,4885798419,,6/10/2019 12:37:32,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Napa came in for her kennel cough vaccine and she loves belly rubs!,
2325534547,6/10/2019 14:28:48,false,4886005795,,6/10/2019 14:27:29,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Napa came in for her kennel cough vaccine and she loves belly rubs!,
2325534547,6/10/2019 22:19:26,false,4886796955,,6/10/2019 22:15:25,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Napa came in for her kennel cough vaccine and she loves belly rubs!,
2325534547,6/11/2019 17:43:51,false,4888595605,,6/11/2019 17:42:17,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Napa came in for her kennel cough vaccine and she loves belly rubs!,
2325534547,6/12/2019 19:43:00,false,4891479405,,6/12/2019 19:38:50,false,cf_internal,1.0,45319846,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,Napa came in for her kennel cough vaccine and she loves belly rubs!,
2325534549,6/10/2019 12:37:31,false,4885788487,,6/10/2019 12:27:23,false,cf_internal,1.0,45274764,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,4,3,1,,4,3,1,yes,,,,,,,,,,,,,,,,,,,,,"“Even with controversial modelling results indicating that the use of Dengvaxia in highly endemic settings could be beneficial at the population level,9 ethically no one should have been put under risk by receiving this vaccine.”",
2325534549,6/10/2019 14:14:56,false,4885978302,,6/10/2019 14:12:23,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,4,3,4,,4,2,2,yes,,,,,,,,,,,,,,,,,,,,,"“Even with controversial modelling results indicating that the use of Dengvaxia in highly endemic settings could be beneficial at the population level,9 ethically no one should have been put under risk by receiving this vaccine.”",
2325534549,6/10/2019 22:04:34,false,4886774646,,6/10/2019 21:59:55,false,cf_internal,1.0,45316720,NLD,11,Delft,80.112.187.73,,,,,,,,yes,,4,1,3,,2,1,3,yes,,,,,,,,,,,,,,,,,,,,,"“Even with controversial modelling results indicating that the use of Dengvaxia in highly endemic settings could be beneficial at the population level,9 ethically no one should have been put under risk by receiving this vaccine.”",
2325534549,6/10/2019 22:06:40,false,4886778635,,6/10/2019 21:58:30,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,4,3,4,,3,1,1,yes,,,,,,,,,,,,,,,,,,,,,"“Even with controversial modelling results indicating that the use of Dengvaxia in highly endemic settings could be beneficial at the population level,9 ethically no one should have been put under risk by receiving this vaccine.”",
2325534549,6/11/2019 17:39:55,false,4888588567,,6/11/2019 17:37:21,false,cf_internal,1.0,45318048,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,4,4,1,,4,2,2,yes,,,,,,,,,,,,,,,,,,,,,"“Even with controversial modelling results indicating that the use of Dengvaxia in highly endemic settings could be beneficial at the population level,9 ethically no one should have been put under risk by receiving this vaccine.”",
2325534552,6/11/2019 14:07:50,false,4888135885,,6/11/2019 14:05:42,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,1,4,4,,2,3,3,yes,,,,,,,,,,,,,,,,,,,,,NIAID Director Says Potential HIV Vaccine Would Only Have To Be 50-55% Effective To End The HIV Pandemic. The Role of an HIV Vaccine In Ending the HIV/AIDS Pandemic,
2325534552,6/17/2019 09:40:52,false,4903175134,,6/17/2019 09:34:25,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,1,2,4,,2,2,1,yes,,,,,,,,,,,,,,,,,,,,,NIAID Director Says Potential HIV Vaccine Would Only Have To Be 50-55% Effective To End The HIV Pandemic. The Role of an HIV Vaccine In Ending the HIV/AIDS Pandemic,
2325534555,6/11/2019 14:07:50,false,4888135888,,6/11/2019 14:05:42,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,2,3,2,,3,2,1,yes,,,,,,,,,,,,,,,,,,,,,"= Exposing DU, The Anthrax Vaccine &amp; Gulf War Syndrome  via @YouTube
=
===Gulf War Syndrome - Anthrax Vaccine  via @YouTube",
2325534555,6/17/2019 09:32:38,false,4903163517,,6/17/2019 09:30:05,false,cf_internal,1.0,45322597,NLD,11,Delft,145.94.169.142,,,,,,,,yes,,1,2,2,,2,1,1,yes,,,,,,,,,,,,,,,,,,,,,"= Exposing DU, The Anthrax Vaccine &amp; Gulf War Syndrome  via @YouTube
=
===Gulf War Syndrome - Anthrax Vaccine  via @YouTube",
2325534560,6/10/2019 14:34:00,false,4886017956,,6/10/2019 14:32:44,false,cf_internal,1.0,45316032,NLD,07,Amsterdam,82.169.49.130,,,,,,,,yes,,4,4,3,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"The psychology of drug-pushing #vaccines zealots. Be wary #India of those who say they are there to help you, #hpv #vaxxed #vaccines Great Rann of Kutch! #gujarat #bhuj NO #vaccineswork",
2325534560,6/10/2019 22:27:47,false,4886808584,,6/10/2019 22:25:34,false,cf_internal,1.0,45316707,NLD,11,Delft,80.114.139.224,,,,,,,,yes,,4,3,2,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"The psychology of drug-pushing #vaccines zealots. Be wary #India of those who say they are there to help you, #hpv #vaxxed #vaccines Great Rann of Kutch! #gujarat #bhuj NO #vaccineswork",
2325534560,6/11/2019 13:58:37,false,4888117479,,6/11/2019 13:56:16,false,cf_internal,1.0,45274764,NLD,07,Rozenburg,213.127.105.106,,,,,,,,yes,,5,4,1,,4,1,1,yes,,,,,,,,,,,,,,,,,,,,,"The psychology of drug-pushing #vaccines zealots. Be wary #India of those who say they are there to help you, #hpv #vaxxed #vaccines Great Rann of Kutch! #gujarat #bhuj NO #vaccineswork",
